,iid,title,year,Animation,Comedy,Children's,Fantasy,Adventure,Romance,Drama,Action,Crime,Thriller,Horror,Sci-Fi,Documentary,War,Musical,Mystery,Film-Noir,Western,node_id,Director,Actor
2269,1869,I Still Know What You Did Last Summer,1998,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,7909,Danny Cannon,"Jennifer Love Hewitt, Freddie Prinze Jr., Brandy Norwood, Mekhi Phifer"
2270,1870,I'll Be Home For Christmas,1998,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7910,,
2271,1871,Meet Joe Black,1998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7911,Martin Brest,"Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber"
2272,1872,Dancing at Lughnasa,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7912,Pat O'Connor,"Gerard McSorley, Meryl Streep, Michael Gambon, Catherine McCormack"
2273,1873,Hard Core Logo,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7913,Bruce McDonald,"Hugh Dillon, Callum Keith Rennie, John Pyper-Ferguson, Bernie Coulson"
2275,1874,Runaway Train,1985,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,7914,Andrey Konchalovskiy,"Jon Voight, Eric Roberts, Rebecca De Mornay, Kyle T. Heffner"
2276,1875,Desert Bloom,1986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7915,Eugene Corr,"Annabeth Gish, Jon Voight, JoBeth Williams, Ellen Barkin"
2277,1876,"Stepford Wives, The",1975,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,7916,,
2278,1877,"Pope of Greenwich Village, The",1984,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7917,,
2279,1878,Sid and Nancy,1986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7918,Alex Cox,"Gary Oldman, Chloe Webb, David Hayman, Debby Bishop"
2280,1879,Mona Lisa,1986,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7919,Neil Jordan,"Bob Hoskins, Cathy Tyson, Michael Caine, Robbie Coltrane"
2281,1880,Heart Condition,1990,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7920,James D. Parriott,"Bob Hoskins, Denzel Washington, Chloe Webb, Roger E. Mosley"
2282,1881,Nights of Cabiria (Le Notti di Cabiria),1957,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7921,,
2283,1882,"Big Chill, The",1983,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7922,,
2284,1883,Enemy of the State,1998,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,7923,Tony Scott,"Will Smith, Gene Hackman, Jon Voight, Lisa Bonet"
2285,1884,"Rugrats Movie, The",1998,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7924,,
2286,1885,"Bug's Life, A",1998,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7925,,
2287,1886,Celebrity,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7926,Woody Allen,"Greg Mottola, Jeff Mazzola, Dick Mingalone, Vladimir Bibic"
2288,1887,Central Station (Central do Brasil),1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7927,,
2290,1888,Waking Ned Devine,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7928,Kirk Jones,"Ian Bannen, David Kelly, Fionnula Flanagan, Susan Lynch"
2291,1889,"Celebration, The (Festen)",1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7929,,
2292,1890,Pink Flamingos,1972,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7930,John Waters,"Divine, David Lochary, Mary Vivian Pearce, Mink Stole"
2293,1891,Glen or Glenda,1953,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7931,Edward D. Wood Jr.,"Bela Lugosi, Lyle Talbot, Timothy Farrell, Dolores Fuller"
2294,1892,Godzilla (Gojira),1954,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,7932,,
2295,1893,Godzilla (Gojira),1984,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,7933,,
2296,1894,King Kong vs. Godzilla (Kingukongu tai Gojira),1962,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,7934,,
2297,1895,King Kong,1933,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,7935,"Merian C. Cooper, Ernest B. Schoedsack","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher"
2298,1896,King Kong,1976,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,7936,John Guillermin,"Jeff Bridges, Charles Grodin, Jessica Lange, John Randolph"
2299,1897,King Kong Lives,1986,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,7937,John Guillermin,"Peter Elliott, George Antoni, Brian Kerwin, Linda Hamilton"
2300,1898,Desperately Seeking Susan,1985,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7938,Susan Seidelman,"Rosanna Arquette, Madonna, Aidan Quinn, Mark Blum"
2301,1899,"Emerald Forest, The",1985,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7939,,
2302,1900,Fletch,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7940,Michael Ritchie,"Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson, Richard Libertini"
2303,1901,Fletch Lives,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7941,Michael Ritchie,"Chevy Chase, Hal Holbrook, Julianne Phillips, R. Lee Ermey"
2304,1902,Red Sonja,1985,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,7942,Richard Fleischer,"Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman, Paul L. Smith"
2305,1903,Gung Ho,1986,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7943,Ron Howard,"Michael Keaton, Gedde Watanabe, George Wendt, Mimi Rogers"
2306,1904,"Money Pit, The",1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7944,,
2307,1905,"View to a Kill, A",1985,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7945,,
2308,1906,Lifeforce,1985,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,7946,Tobe Hooper,"Steve Railsback, Peter Firth, Frank Finlay, Mathilda May"
2309,1907,Police Academy,1984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7947,Hugh Wilson,"Steve Guttenberg, Kim Cattrall, G.W. Bailey, Bubba Smith"
2310,1908,Police Academy 2: Their First Assignment,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7948,"Jerry Paris, James Signorelli","Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow"
2311,1909,Police Academy 3: Back in Training,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7949,Jerry Paris,"Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow"
2312,1910,Police Academy 4: Citizens on Patrol,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7950,Jim Drake,"Steve Guttenberg, Bubba Smith, Michael Winslow, David Graf"
2313,1911,Police Academy 5: Assignment: Miami Beach,1988,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7951,Alan Myerson,"Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook"
2314,1912,Police Academy 6: City Under Siege,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7952,Peter Bonerz,"Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook"
2315,1913,Babe: Pig in the City,1998,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7953,George Miller,"Magda Szubanski, James Cromwell, Mary Stein, Mickey Rooney"
2316,1914,Home Fries,1998,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7954,Dean Parisot,"Drew Barrymore, Catherine O'Hara, Luke Wilson, Jake Busey"
2317,1915,Jerry Springer: Ringmaster,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7955,,
2318,1916,Very Bad Things,1998,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7956,Peter Berg,"Jon Favreau, Leland Orser, Cameron Diaz, Christian Slater"
2319,1917,Steam: The Turkish Bath (Hamam),1997,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,7957,,
2320,1918,Psycho,1998,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,7958,Gus Van Sant,"Vince Vaughn, Anne Heche, Julianne Moore, Viggo Mortensen"
2321,1919,Little Voice,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7959,Mark Herman,"Brenda Blethyn, Jane Horrocks, Ewan McGregor, Philip Jackson"
2322,1920,"Simple Plan, A",1998,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,7960,,
2323,1921,Jack Frost,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7961,Troy Miller,"Michael Keaton, Kelly Preston, Joseph Cross, Mark Addy"
2324,1922,Star Trek: Insurrection,1998,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,7962,Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton"
2325,1923,"Prince of Egypt, The",1998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7963,,
2326,1924,Rushmore,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7964,Wes Anderson,"Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel"
2327,1925,Shakespeare in Love,1998,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7965,John Madden,"Geoffrey Rush, Tom Wilkinson, Steven O'Donnell, Tim McMullan"
2328,1926,Mass Appeal,1984,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7966,Glenn Jordan,"Jack Lemmon, Zeljko Ivanek, Charles Durning, Louise Latham"
2329,1927,Miracle on 34th Street,1947,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7967,George Seaton,"Maureen O'Hara, John Payne, Edmund Gwenn, Gene Lockhart"
2330,1928,Santa Claus: The Movie,1985,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7968,Jeannot Szwarc,"Dudley Moore, John Lithgow, David Huddleston, Burgess Meredith"
2331,1929,Prancer,1989,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7969,John D. Hancock,"Sam Elliott, Cloris Leachman, Rutanya Alda, Abe Vigoda"
2332,1930,Pale Rider,1985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7970,Clint Eastwood,"Clint Eastwood, Michael Moriarty, Carrie Snodgress, Chris Penn"
2333,1931,Rambo: First Blood Part II,1985,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,7971,George P. Cosmatos,"Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff"
2334,1932,First Blood,1982,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7972,,
2335,1933,Rambo III,1988,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,7973,Peter MacDonald,"Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith"
2336,1934,"Jewel of the Nile, The",1985,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,7974,,
2337,1935,Romancing the Stone,1984,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,7975,Robert Zemeckis,"Michael Douglas, Kathleen Turner, Danny DeVito, Zack Norman"
2338,1936,Cocoon,1985,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7976,Ron Howard,"Don Ameche, Wilford Brimley, Hume Cronyn, Brian Dennehy"
2339,1937,Cocoon: The Return,1988,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7977,Daniel Petrie,"Don Ameche, Wilford Brimley, Courteney Cox, Hume Cronyn"
2340,1938,Rocky II,1979,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7978,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers"
2341,1939,Rocky III,1982,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7979,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers"
2342,1940,Rocky IV,1985,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7980,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers"
2343,1941,Rocky V,1990,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7981,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Sage Stallone"
2344,1942,Clue,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7982,Jonathan Lynn,"Eileen Brennan, Tim Curry, Madeline Kahn, Christopher Lloyd"
2345,1943,Young Sherlock Holmes,1985,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,7983,Barry Levinson,"Nicholas Rowe, Alan Cox, Sophie Ward, Anthony Higgins"
2346,1944,Violets Are Blue...,1986,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,7984,Jack Fisk,"Sissy Spacek, Kevin Kline, Bonnie Bedelia, John Kellogg"
2347,1945,Back to School,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7985,Alan Metter,"Rodney Dangerfield, Sally Kellerman, Burt Young, Keith Gordon"
2348,1946,Heartburn,1986,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7986,Mike Nichols,"Meryl Streep, Jack Nicholson, Jeff Daniels, Maureen Stapleton"
2349,1947,Nothing in Common,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7987,Garry Marshall,"Tom Hanks, Jackie Gleason, Eva Marie Saint, Hector Elizondo"
2350,1948,Extremities,1986,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,7988,Robert M. Young,"Farrah Fawcett, James Russo, Alfre Woodard, Diana Scarwid"
2351,1949,"Karate Kid, The",1984,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7989,,
2352,1950,"Karate Kid, Part II, The",1986,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7990,,
2353,1951,"Karate Kid III, The",1989,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7991,,
2354,1952,Christmas Vacation,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7992,Jeremiah S. Chechik,"Chevy Chase, Beverly D'Angelo, Juliette Lewis, Johnny Galecki"
2355,1953,You've Got Mail,1998,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7993,Nora Ephron,"Tom Hanks, Meg Ryan, Greg Kinnear, Parker Posey"
2356,1954,"General, The",1998,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7994,,
2357,1955,"Theory of Flight, The",1998,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,7995,,
2358,1956,"Thin Red Line, The",1998,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,7996,,
2359,1957,"Faculty, The",1998,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,7997,,
2360,1958,Mighty Joe Young,1998,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,7998,Ron Underwood,"Charlize Theron, Bill Paxton, Rade Serbedzija, Peter Firth"
2361,1959,Mighty Joe Young,1949,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,7999,Ernest B. Schoedsack,"Terry Moore, Ben Johnson, Robert Armstrong, Mr. Joseph Young"
2362,1960,Patch Adams,1998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8000,Tom Shadyac,"Robin Williams, Daniel London, Monica Potter, Philip Seymour Hoffman"
2363,1961,Stepmom,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8001,Chris Columbus,"Julia Roberts, Susan Sarandon, Ed Harris, Jena Malone"
2364,1962,"Civil Action, A",1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8002,,
2365,1963,Down in the Delta,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8003,Maya Angelou,"Alfre Woodard, Al Freeman Jr., Esther Rolle, Loretta Devine"
2366,1964,Hurlyburly,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8004,Anthony Drazan,"Sean Penn, Kevin Spacey, Robin Wright, Chazz Palminteri"
2367,1965,Tea with Mussolini,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8005,Franco Zeffirelli,"Cher, Judi Dench, Joan Plowright, Maggie Smith"
2368,1966,Wilde,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8006,Brian Gilbert,"Stephen Fry, Jude Law, Vanessa Redgrave, Jennifer Ehle"
2370,1967,Affliction,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8007,Paul Schrader,"Nick Nolte, Brigid Tierney, Holmes Osborne, Jim True-Frost"
2371,1968,Another Day in Paradise,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8008,Larry Clark,"James Woods, Melanie Griffith, Vincent Kartheiser, Natasha Gregson Wagner"
2372,1969,"Hi-Lo Country, The",1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,8009,,
2373,1970,Hilary and Jackie,1998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8010,Anand Tucker,"Emily Watson, Rachel Griffiths, James Frain, David Morrissey"
2374,1971,Playing by Heart,1998,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,8011,Willard Carroll,"Angelina Jolie, Dennis Quaid, April Grace, Patricia Clarkson"
2376,1972,At First Sight,1999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8012,Irwin Winkler,"Val Kilmer, Mira Sorvino, Kelly McGillis, Steven Weber"
2377,1973,In Dreams,1999,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8013,Neil Jordan,"Annette Bening, Katie Sagona, Aidan Quinn, Robert Downey Jr."
2378,1974,Varsity Blues,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8014,Brian Robbins,"James Van Der Beek, Jon Voight, Paul Walker, Ron Lester"
2379,1975,Virus,1999,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8015,John Bruno,"Jamie Lee Curtis, William Baldwin, Donald Sutherland, Joanna Pacula"
2380,1976,"Garbage Pail Kids Movie, The",1987,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8016,,
2381,1977,Howard the Duck,1986,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,8017,Willard Huyck,"Lea Thompson, Jeffrey Jones, Tim Robbins, Ed Gale"
2382,1978,"Gate, The",1987,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8018,,
2383,1979,"Gate II: Trespassers, The",1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8019,,
2384,1980,"Boy Who Could Fly, The",1986,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8020,,
2385,1981,"Fly, The",1958,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8021,,
2386,1982,"Fly, The",1986,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8022,,
2387,1983,"Fly II, The",1989,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8023,,
2388,1984,Running Scared,1986,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8024,Peter Hyams,"Gregory Hines, Billy Crystal, Steven Bauer, Darlanne Fluegel"
2389,1985,Armed and Dangerous,1986,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8025,Mark L. Lester,"John Candy, Eugene Levy, Robert Loggia, Kenneth McMillan"
2390,1986,"Texas Chainsaw Massacre, The",1974,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8026,,
2391,1987,"Texas Chainsaw Massacre 2, The",1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8027,,
2392,1988,Leatherface: Texas Chainsaw Massacre III,1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8028,Jeff Burr,"Kate Hodge, Ken Foree, R.A. Mihailoff, William Butler"
2393,1989,"Return of the Texas Chainsaw Massacre, The",1994,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8029,,
2394,1990,Ruthless People,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8030,"Jim Abrahams, David Zucker, Jerry Zucker","Danny DeVito, Bette Midler, Judge Reinhold, Helen Slater"
2396,1991,Deadly Friend,1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8031,Wes Craven,"Matthew Labyorteaux, Kristy Swanson, Michael Sharrett, Anne Twomey"
2397,1992,Belizaire the Cajun,1986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8032,Glen Pitre,"Armand Assante, Gail Youngs, Michael Schoeffling, Stephen McHattie"
2398,1993,"Name of the Rose, The",1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8033,,
2399,1994,Jumpin' Jack Flash,1986,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,8034,Penny Marshall,"Whoopi Goldberg, Stephen Collins, John Wood, Carol Kane"
2400,1995,Peggy Sue Got Married,1986,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8035,Francis Ford Coppola,"Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks"
2401,1996,Crocodile Dundee,1986,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8036,Peter Faiman,"Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil"
2402,1997,Crocodile Dundee II,1988,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8037,John Cornell,"Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo"
2403,1998,Tough Guys,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8038,Jeff Kanew,"Burt Lancaster, Kirk Douglas, Charles Durning, Alexis Smith"
2404,1999,Soul Man,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8039,Steve Miner,"C. Thomas Howell, Rae Dawn Chong, Arye Gross, James Earl Jones"
2405,2000,"Color of Money, The",1986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8040,,
2406,2001,52 Pick-Up,1986,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,8041,John Frankenheimer,"Roy Scheider, Ann-Margret, Vanity, John Glover"
2407,2002,Heartbreak Ridge,1986,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,8042,Clint Eastwood,"Clint Eastwood, Marsha Mason, Everett McGill, Moses Gunn"
2408,2003,Firewalker,1986,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8043,J. Lee Thompson,"Chuck Norris, Louis Gossett Jr., Melody Anderson, Will Sampson"
2409,2004,Three Amigos!,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8044,John Landis,"Steve Martin, Chevy Chase, Martin Short, Alfonso Arau"
2410,2005,Gloria,1999,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,8045,Sidney Lumet,"Sharon Stone, Jean-Luke Figueroa, Jeremy Northam, Cathy Moriarty"
2412,2006,My Name Is Joe,1998,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,8046,Ken Loach,"Peter Mullan, Louise Goodall, Gary Lewis, Lorraine McIntosh"
2413,2007,Still Crazy,1998,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8047,Brian Gibson,"Stephen Rea, Billy Connolly, Jimmy Nail, Timothy Spall"
2414,2008,"Day of the Beast, The (El Día de la bestia)",1995,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,8048,,
2416,2009,She's All That,1999,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8049,Robert Iscove,"Freddie Prinze Jr., Rachael Leigh Cook, Matthew Lillard, Paul Walker"
2419,2010,Peeping Tom,1960,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,8050,Michael Powell,"Karlheinz Böhm, Moira Shearer, Anna Massey, Maxine Audley"
2421,2011,Payback,1999,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,8051,Brian Helgeland,"Mel Gibson, Gregg Henry, Maria Bello, David Paymer"
2422,2012,Simply Irresistible,1999,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8052,Mark Tarlov,"Sarah Michelle Gellar, Sean Patrick Flanery, Patricia Clarkson, Dylan Baker"
2423,2013,20 Dates,1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8053,Myles Berkowitz,"Myles Berkowitz, Elisabeth Wagner, Richard Arlook, Tia Carrere"
2424,2014,"Harmonists, The",1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8054,,
2425,2015,"Last Days, The",1998,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8055,,
2426,2016,"Fantastic Planet, The (La Planète sauvage)",1973,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8056,,
2427,2017,Blast from the Past,1999,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8057,Hugh Wilson,"Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek"
2428,2018,Message in a Bottle,1999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8058,Luis Mandoki,"Kevin Costner, Robin Wright, Paul Newman, John Savage"
2429,2019,My Favorite Martian,1999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8059,Donald Petrie,"Christopher Lloyd, Jeff Daniels, Elizabeth Hurley, Daryl Hannah"
2430,2020,God Said 'Ha!',1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8060,Julia Sweeney,"Julia Sweeney, Quentin Tarantino"
2431,2021,Jawbreaker,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8061,Darren Stein,"Rose McGowan, Rebecca Gayheart, Julie Benz, Judy Greer"
2432,2022,October Sky,1999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8062,Joe Johnston,"Jake Gyllenhaal, Chris Cooper, Laura Dern, Chris Owen"
2433,2023,Office Space,1999,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8063,Mike Judge,"Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu"
